"Address","Status Code","Status","Inlinks","Matched Robots.txt Line"
"https://www.cellobello.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
"https://www.cellobello.org/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
"https://www.cellobello.org/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
"https://www.cellobello.org/wp-includes/css/dist/block-library/style.min.css?ver=78cb6781a57bc98f790a46508cec4afd","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
"https://www.cellobello.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
"https://www.cellobello.org/wp-includes/js/underscore.min.js?ver=1.13.7","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
"https://www.cellobello.org/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
"https://www.cellobello.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
"https://www.cellobello.org/wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.3","0","Blocked by robots.txt","0","Line:3 /wp-includes/"
