"Address","Indexability","Indexability Status","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1"
"https://www.cellobello.org/events/list/","Non-Indexable","Canonicalised","https://www.cellobello.org/events/page/2/","","","","https://www.cellobello.org/events/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
"https://www.cellobello.org/events/list/?eventDisplay=past","Non-Indexable","Canonicalised","https://www.cellobello.org/events/page/2/","","","","https://www.cellobello.org/events/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",""
